utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
can you help me submitting the secondary shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I have errors entering the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I have top enter my shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
I try to set up the shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have an issue setting up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I would like to set the bloody new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLPW
i do not know what to do to enter the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQ
"the new delivery address isn't valid, can I get some help?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCIL
I have problems setting up another delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I want assistance submitting the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
where to submit my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
errors setting up the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
set the shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
what do i have to do to enter another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
can i submit a secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
why isn't my secondary delivery address valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
can you help me enter the new delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I want help setting up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i want help submitting the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
help me enter the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
"I have got to set u my delivery address, I need help",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLZ
I need assistance submitting my secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
want help submitting my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I have to set my secondary delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issues setting a secondary shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
i cannot set up a secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQ
why isn't the new delivery address valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
shipping address not valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BK
i have to submit a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
why I can't enter a shipping address valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have a trouble submitting my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
can you help me submitting a delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
there are problems entering my shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
where to submit thye secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQZ
i need help submitting the delivery addres,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
there is a trouble submitting my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have issues setting my delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
need assistance setting up my shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I do not know what I need to do to enter a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEL
where to set up the deliveryaddress?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILZ
i need assistance entering an new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
want help submitting a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have to set u the delivery address help me,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQZ
there is an issue entering another delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I have a trouble setting up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
how could I enter my fucking delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPW
my delivery address isnt valid i need help,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQ
issues submitting another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
there is a trouble submitting a different shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
want assistance to set u the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
I have a trouble submitting my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have an error setting upthe new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
help submitting the shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I need help entering a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue setting my delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I have an error entering a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue submitting a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I need help setting a secondary shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i cant set up a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I need assistance to set up another delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have ot enter the delivery address how could i do it,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILPQZ
there are errors setting up my bloody new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMW
i have an issue setting up my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
help me entr a secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
how can i enter another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
what do I have to do to set up a different delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
need to set my shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
issue submitting my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there is an error setting up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
"I have to enter my delivery address, how to do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCIL
can ya help me setting a new delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i have got to st up the secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
can i submit another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
how do I enter my new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
what do I need to do to set up a seclndary delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILZ
there are errors setting a new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
shipping address issue,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BK
I want to submit my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there is a trouble entering a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
assistance to set up a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
help me set a different delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I want help to set up my shipping adress,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i have a problem setting a secondary delivery address  up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
i have to submit a goddamn shipping address how do i do it,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILQW
I cannot set the secondary delivery  address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELZ
is it possible to set up a different delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
where could I enter the damn new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPW
I have issues submitting another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
i have got to enter a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
"I hhave to enter the shipping address, how to do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILZ
need assistance to enter the new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have to set up a delivery address i need help,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQ
"I need to enter another shipping address, how could I do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILP
I cannot set the shippimg address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELZ
I don't know how I can submit a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
need assistance to submit a different delivery addrses,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
I get eror messages when I try to set up my delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMZ
i try to set up the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
wanna set up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
where can I enter my secondary shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I need help setting the delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there are troubles setting up a secfondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMZ
I have errors setting a secondary delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I do not know how I can srt a new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEZ
what do I need to do to set the new delivery address up?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
error entering another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I do not know how to submit the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEL
i have a problem submitting the bloody new swhipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQWZ
can I enter the secondary delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
i have errors entering my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
how can i set up the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
can ya help me to set up my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i od not know how i can set up my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQZ
i need assistance setting the delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have got to set up an secondary delivery address help me,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQZ
there are issues setting up the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I need to set up a secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
how do I set up my delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
can you help me enter a new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
helpme setting the new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i have a problem setting up a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
where do I submit a shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I have a problem setting the new delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
is it possible to set my secondary shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i want assistance to set up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I don't know how to enter a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue setting up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I'm trying to enter an different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
how can I set a secondary shipping address up?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
y i cannot enter my secondary shipping address avlid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQZ
how could i enter my secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPQ
can ya help me submitting my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
the new deliveryaddress isn't valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i need assistance submitting a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
help me entering a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
where do I submit a secondary shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
"I need to enter a delivery address, help me",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCL
i have ot enter my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
i get error messages when i try to set a delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
"my secondary shipping address isn't valid, I need help",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCL
issues submitting a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
help me using the Premium profile,switch_account,account_type,Premium,18,25,ACCOUNT,BL
I'd like to use the freemium profile,switch_account,account_type,Freemium,20,28,ACCOUNT,BLPQ
"I have to use the standard profile, can you help me?",switch_account,account_type,Standard,18,26,ACCOUNT,BCIL
i waant help to change to the gold account,switch_account,account_type,Gold,30,34,ACCOUNT,BLQZ
wanna switch to the pro account i need assistance,switch_account,account_type,Pro,20,23,ACCOUNT,BCQ
using another user,switch_account,,,,,ACCOUNT,BK
help changing to the platinum account,switch_account,account_type,Platinum,21,29,ACCOUNT,BL
how to use tthe gold account?,switch_account,account_type,Gold,16,20,ACCOUNT,BIZ
